"","ID","life_satis"
"1685","105381328002","3 Somewhat satisfied"
"1686","105381309002","1 Completely satisfied"
"1687","105381309001","3 Somewhat satisfied"
"1688","105381325001","2 Very satisfied"
"1689","105381325002","3 Somewhat satisfied"
"1690","105381312002","3 Somewhat satisfied"
"1691","105381312001",NA
"1692","105381330001",NA
"1693","105381330002","4 Not very satisfied"
"1694","105381310002","3 Somewhat satisfied"
"1695","105381310001","3 Somewhat satisfied"
"1696","105381305001","2 Very satisfied"
"1697","105381306001","3 Somewhat satisfied"
"1698","105381322002","4 Not very satisfied"
"1699","105381322001","4 Not very satisfied"
"1700","105381323002","3 Somewhat satisfied"
"1701","105381323001","3 Somewhat satisfied"
"1702","105381317001","4 Not very satisfied"
"1703","105381313001","3 Somewhat satisfied"
"1704","105381313002","3 Somewhat satisfied"
"1705","105381303001","2 Very satisfied"
"1706","105381303002","3 Somewhat satisfied"
"1707","105381320002","2 Very satisfied"
"1708","105381320001","2 Very satisfied"
"1709","105381103001","3 Somewhat satisfied"
"1710","105381103002","2 Very satisfied"
"1711","105381125001","3 Somewhat satisfied"
"1712","105381121002","3 Somewhat satisfied"
"1713","105381121001",NA
"1714","105381101001","3 Somewhat satisfied"
"1715","105381101002","3 Somewhat satisfied"
"1716","105381115002","3 Somewhat satisfied"
"1717","105381115001","3 Somewhat satisfied"
"1718","105381117002","3 Somewhat satisfied"
"1719","105381117001","2 Very satisfied"
"1720","105381108001","3 Somewhat satisfied"
"1721","105381108002","3 Somewhat satisfied"
"1722","105381111002","2 Very satisfied"
"1723","105381111001","3 Somewhat satisfied"
"1724","105381124001","3 Somewhat satisfied"
"1725","105381124002","3 Somewhat satisfied"
"1726","105381116001","3 Somewhat satisfied"
"1727","105381119002","2 Very satisfied"
"1728","105381119001","4 Not very satisfied"
"1729","105381123001","4 Not very satisfied"
"1730","105381110002","2 Very satisfied"
"1731","105381110001","3 Somewhat satisfied"
"1732","105381114002","1 Completely satisfied"
"1733","105381114001","3 Somewhat satisfied"
"1734","105381109002","3 Somewhat satisfied"
"1735","105381109001","4 Not very satisfied"
"1736","105381112002","2 Very satisfied"
"1737","105381112001","3 Somewhat satisfied"
"1738","105381126002","3 Somewhat satisfied"
"1739","105381126001",NA
"1740","105381102002",NA
"1741","105381102001",NA
"1742","105381122002",NA
"1743","105381122001","2 Very satisfied"
"1744","105381106001","2 Very satisfied"
"1745","105381106002","3 Somewhat satisfied"
"1746","105381105002","3 Somewhat satisfied"
"1747","105381105001","2 Very satisfied"
"1748","105381113001",NA
"1749","108259314001","3 Somewhat satisfied"
"1750","108259326001","3 Somewhat satisfied"
"1751","108259326002","3 Somewhat satisfied"
"1752","108259325001","5 Not at all satisfied"
"1753","108259341001","3 Somewhat satisfied"
"1754","108259341002","3 Somewhat satisfied"
"1755","108259318002","3 Somewhat satisfied"
"1756","108259318001","2 Very satisfied"
"1757","108259302001","3 Somewhat satisfied"
"1758","108259302002",NA
"1759","108259306002","3 Somewhat satisfied"
"1760","108259306001","2 Very satisfied"
"1761","108259317001","3 Somewhat satisfied"
"1762","108259310002","3 Somewhat satisfied"
"1763","108259310001","3 Somewhat satisfied"
"1764","108259337001","3 Somewhat satisfied"
"1765","108259335001",NA
"1766","108259335002",NA
"1767","108259321002","3 Somewhat satisfied"
"1768","108259321001","3 Somewhat satisfied"
"1769","108259320002",NA
"1770","108259320001",NA
"1771","108259319001","4 Not very satisfied"
"1772","108259319002","3 Somewhat satisfied"
"1773","108259340002","2 Very satisfied"
"1774","108259340001",NA
"1775","108259330001","2 Very satisfied"
"1776","108259334002","2 Very satisfied"
"1777","108259334001","3 Somewhat satisfied"
"1778","108259303002","3 Somewhat satisfied"
"1779","108259303001","2 Very satisfied"
"1780","108259328002",NA
"1781","108259328001","2 Very satisfied"
"1782","108259309001",NA
"1783","108259338001","4 Not very satisfied"
"1784","108259323001","4 Not very satisfied"
"1785","108259323002","3 Somewhat satisfied"
"1786","108259339001","3 Somewhat satisfied"
"1787","108259331002","3 Somewhat satisfied"
"1788","108259331001",NA
"1789","108259313002","3 Somewhat satisfied"
"1790","108259313001","3 Somewhat satisfied"
"1791","108259316001","3 Somewhat satisfied"
"1792","108259327001","3 Somewhat satisfied"
"1793","108259327002","4 Not very satisfied"
"1794","108259308001","2 Very satisfied"
"1795","108259308002","2 Very satisfied"
"1796","108259315002","3 Somewhat satisfied"
"1797","108259315001","4 Not very satisfied"
"1798","108259332001","3 Somewhat satisfied"
"1799","108259332002","4 Not very satisfied"
"1800","108259301001","3 Somewhat satisfied"
"1801","108259301002","3 Somewhat satisfied"
"1802","108259322001","3 Somewhat satisfied"
"1803","108259304002","3 Somewhat satisfied"
"1804","108259329002","3 Somewhat satisfied"
"1805","108259329001","4 Not very satisfied"
"1806","108259336002","3 Somewhat satisfied"
"1807","108259336001",NA
"1808","108259311001","3 Somewhat satisfied"
"1809","108259311002",NA
"1810","108259307001","3 Somewhat satisfied"
"1811","108259307002",NA
"1812","108259324002","2 Very satisfied"
"1813","108259324001","2 Very satisfied"
"1814","108259333002","3 Somewhat satisfied"
"1815","108259333001","2 Very satisfied"
"1816","108259125001","2 Very satisfied"
"1817","108259125002","2 Very satisfied"
"1818","108259103002","3 Somewhat satisfied"
"1819","108259103001","2 Very satisfied"
"1820","108259110001","4 Not very satisfied"
"1821","108259139001","2 Very satisfied"
"1822","108259129001","3 Somewhat satisfied"
"1823","108259129002","3 Somewhat satisfied"
"1824","108259126001","5 Not at all satisfied"
"1825","108259126002","4 Not very satisfied"
"1826","108259106002","3 Somewhat satisfied"
"1827","108259119002",NA
"1828","108259119001","3 Somewhat satisfied"
"1829","108259114002","2 Very satisfied"
"1830","108259114001","2 Very satisfied"
"1831","108259132002",NA
"1832","108259132001","3 Somewhat satisfied"
"1833","108259107001","2 Very satisfied"
"1834","108259107002","3 Somewhat satisfied"
"1835","108259131002","3 Somewhat satisfied"
"1836","108259131001","3 Somewhat satisfied"
"1837","108259115001","3 Somewhat satisfied"
"1838","108259115002","3 Somewhat satisfied"
"1839","108259101001","3 Somewhat satisfied"
"1840","108259101002","3 Somewhat satisfied"
"1841","108259128001","4 Not very satisfied"
"1842","108259134001","3 Somewhat satisfied"
"1843","108259134002","4 Not very satisfied"
"1844","108259109002","5 Not at all satisfied"
"1845","108259109001","5 Not at all satisfied"
"1846","108259102002","3 Somewhat satisfied"
"1847","108259102001","3 Somewhat satisfied"
"1848","108259135001","4 Not very satisfied"
"1849","108259135002",NA
"1850","108259124001","3 Somewhat satisfied"
"1851","108259118001","1 Completely satisfied"
"1852","108259118002","2 Very satisfied"
"1853","108259142001","3 Somewhat satisfied"
"1854","108259142002",NA
"1855","108259111002","2 Very satisfied"
"1856","108259111001","2 Very satisfied"
"1857","108259122002","3 Somewhat satisfied"
"1858","108259122001",NA
"1859","108259140001",NA
"1860","108259104001","3 Somewhat satisfied"
"1861","108259104002","2 Very satisfied"
"1862","108259105001","2 Very satisfied"
"1863","108259105002","3 Somewhat satisfied"
"1864","108259123001","3 Somewhat satisfied"
"1865","108259123002","4 Not very satisfied"
"1866","108259113002","3 Somewhat satisfied"
"1867","108259113001","3 Somewhat satisfied"
"1868","108259120001","3 Somewhat satisfied"
"1869","108259120002","2 Very satisfied"
"1870","108259133001","2 Very satisfied"
"1871","108259133002","3 Somewhat satisfied"
"1872","108259130001","4 Not very satisfied"
"1873","108259130002","4 Not very satisfied"
"1874","108259108001","2 Very satisfied"
"1875","108259108002","4 Not very satisfied"
"1876","108259137001","3 Somewhat satisfied"
"1877","108259137002","3 Somewhat satisfied"
"1878","108259121001","3 Somewhat satisfied"
"1879","108259127002","3 Somewhat satisfied"
"1880","108259127001","3 Somewhat satisfied"
"1881","108259116002","3 Somewhat satisfied"
"1882","108259116001","4 Not very satisfied"
"1883","108259138001","3 Somewhat satisfied"
"1884","108259138002","2 Very satisfied"
"1885","108259214002","4 Not very satisfied"
"1886","108259214001",NA
"1887","108259210001",NA
"1888","108259204001","3 Somewhat satisfied"
"1889","108259204002","3 Somewhat satisfied"
"1890","108259212002","4 Not very satisfied"
"1891","108259212001","3 Somewhat satisfied"
"1892","108259221002","3 Somewhat satisfied"
"1893","108259221001","3 Somewhat satisfied"
"1894","108259206002","5 Not at all satisfied"
"1895","108259206001","5 Not at all satisfied"
"1896","108259209001","3 Somewhat satisfied"
"1897","108259237002","3 Somewhat satisfied"
"1898","108259237001","2 Very satisfied"
"1899","108259241002","3 Somewhat satisfied"
"1900","108259241001","3 Somewhat satisfied"
"1901","108259202001","3 Somewhat satisfied"
"1902","108259202002","2 Very satisfied"
"1903","108259234001","3 Somewhat satisfied"
"1904","108259234002","3 Somewhat satisfied"
"1905","108259233001","3 Somewhat satisfied"
"1906","108259247001","2 Very satisfied"
"1907","108259247002","2 Very satisfied"
"1908","108259232002","2 Very satisfied"
"1909","108259232001","2 Very satisfied"
"1910","108259217002","3 Somewhat satisfied"
"1911","108259217001","3 Somewhat satisfied"
"1912","108259223002",NA
"1913","108259223001","3 Somewhat satisfied"
"1914","108259220001","2 Very satisfied"
"1915","108259220002","2 Very satisfied"
"1916","108259239002","3 Somewhat satisfied"
"1917","108259239001","3 Somewhat satisfied"
"1918","108259229001","3 Somewhat satisfied"
"1919","108259229002","3 Somewhat satisfied"
"1920","108259242002","5 Not at all satisfied"
"1921","108259242001","4 Not very satisfied"
"1922","108259211002","3 Somewhat satisfied"
"1923","108259211001","4 Not very satisfied"
"1924","108259222001",NA
"1925","108259243001","1 Completely satisfied"
"1926","108259243002","3 Somewhat satisfied"
"1927","108259248002","3 Somewhat satisfied"
"1928","108259248001","3 Somewhat satisfied"
"1929","108259208002","3 Somewhat satisfied"
"1930","108259208001","3 Somewhat satisfied"
"1931","108259216002","2 Very satisfied"
"1932","108259216001","3 Somewhat satisfied"
"1933","108259250002","3 Somewhat satisfied"
"1934","108259250001","1 Completely satisfied"
"1935","108259236001","3 Somewhat satisfied"
"1936","108259218001","4 Not very satisfied"
"1937","108259218002","2 Very satisfied"
"1938","108259244001","2 Very satisfied"
"1939","108259244002","3 Somewhat satisfied"
"1940","108259213002","3 Somewhat satisfied"
"1941","108259213001","3 Somewhat satisfied"
"1942","108259226001","4 Not very satisfied"
"1943","108259226002","1 Completely satisfied"
"1944","108259238001",NA
"1945","108259238002","5 Not at all satisfied"
"1946","108259230002","3 Somewhat satisfied"
"1947","108259230001","3 Somewhat satisfied"
"1948","108259246001","3 Somewhat satisfied"
"1949","108259246002","3 Somewhat satisfied"
"1950","108259219002","2 Very satisfied"
"1951","108259219001","2 Very satisfied"
"1952","108259245001","2 Very satisfied"
"1953","108259235002","2 Very satisfied"
"1954","108259235001","3 Somewhat satisfied"
"1955","108259224002","5 Not at all satisfied"
"1956","108259224001","5 Not at all satisfied"
"1957","108259225001",NA
"1958","108259225002","5 Not at all satisfied"
"1959","108259215002","3 Somewhat satisfied"
"1960","108259215001","2 Very satisfied"
"1961","108259203001",NA
"1962","108259203002","2 Very satisfied"
"1963","108259231001","3 Somewhat satisfied"
"1964","108259231002","1 Completely satisfied"
"1965","108259228002","3 Somewhat satisfied"
"1966","108259228001","3 Somewhat satisfied"
"1967","108259207002","3 Somewhat satisfied"
"1968","108259207001","1 Completely satisfied"
"1969","108259201002","2 Very satisfied"
"1970","108259201001","2 Very satisfied"
"1971","108206212001","3 Somewhat satisfied"
"1972","108206214002","2 Very satisfied"
"1973","108206214001","4 Not very satisfied"
"1974","108206204001","1 Completely satisfied"
"1975","108206204002",NA
"1976","108206201002","2 Very satisfied"
"1977","108206201001","3 Somewhat satisfied"
"1978","108206202001","3 Somewhat satisfied"
"1979","108206223001",NA
"1980","108206223002","3 Somewhat satisfied"
"1981","108206229001","3 Somewhat satisfied"
"1982","108206229002","5 Not at all satisfied"
"1983","108206203001","2 Very satisfied"
"1984","108206203002","2 Very satisfied"
"1985","108206224001","2 Very satisfied"
"1986","108206211001","2 Very satisfied"
"1987","108206222001","3 Somewhat satisfied"
"1988","108206222002","3 Somewhat satisfied"
"1989","108206219001","3 Somewhat satisfied"
"1990","108206217002","2 Very satisfied"
"1991","108206217001","3 Somewhat satisfied"
"1992","108206232001",NA
"1993","108206232002","2 Very satisfied"
"1994","108206227001","3 Somewhat satisfied"
"1995","108206227002","3 Somewhat satisfied"
"1996","108206221001","3 Somewhat satisfied"
"1997","108206221002","3 Somewhat satisfied"
"1998","108206208001","3 Somewhat satisfied"
"1999","108206231001","3 Somewhat satisfied"
"2000","108206225001","2 Very satisfied"
"2001","108206213001","3 Somewhat satisfied"
"2002","108206213002","4 Not very satisfied"
"2003","108206226001","5 Not at all satisfied"
"2004","108206226002","3 Somewhat satisfied"
"2005","108206206002","3 Somewhat satisfied"
"2006","108206206001","2 Very satisfied"
"2007","108206220002","3 Somewhat satisfied"
"2008","108206220001","4 Not very satisfied"
"2009","108206210002","4 Not very satisfied"
"2010","108206210001","4 Not very satisfied"
"2011","108206230001","3 Somewhat satisfied"
"2012","108206230002","2 Very satisfied"
"2013","108206218001","2 Very satisfied"
"2014","108206218002",NA
"2015","108206207001","3 Somewhat satisfied"
"2016","108206207002","3 Somewhat satisfied"
"2017","108206215001",NA
"2018","108206215002",NA
"2019","108206228001","4 Not very satisfied"
"2020","108206228002","4 Not very satisfied"
"2021","108206216002","5 Not at all satisfied"
"2022","108206216001","3 Somewhat satisfied"
"2023","108206209002","3 Somewhat satisfied"
"2024","108206209001",NA
"2025","108206135001","4 Not very satisfied"
"2026","108206135002","3 Somewhat satisfied"
"2027","108206103001","3 Somewhat satisfied"
"2028","108206103002","3 Somewhat satisfied"
"2029","108206102002","3 Somewhat satisfied"
"2030","108206102001","3 Somewhat satisfied"
"2031","108206118001","2 Very satisfied"
"2032","108206118002","3 Somewhat satisfied"
"2033","108206129001","3 Somewhat satisfied"
"2034","108206129002","4 Not very satisfied"
"2035","108206116001",NA
"2036","108206101001","3 Somewhat satisfied"
"2037","108206101002","3 Somewhat satisfied"
"2038","108206114001","5 Not at all satisfied"
"2039","108206115001","4 Not very satisfied"
"2040","108206115002","4 Not very satisfied"
"2041","108206120001","2 Very satisfied"
"2042","108206120002","5 Not at all satisfied"
"2043","108206128001","1 Completely satisfied"
"2044","108206128002",NA
"2045","108206132001","3 Somewhat satisfied"
"2046","108206108001","3 Somewhat satisfied"
"2047","108206108002","3 Somewhat satisfied"
"2048","108206112001","3 Somewhat satisfied"
"2049","108206112002","4 Not very satisfied"
"2050","108206136001",NA
"2051","108206119002","3 Somewhat satisfied"
"2052","108206119001","4 Not very satisfied"
"2053","108206122002","3 Somewhat satisfied"
"2054","108206122001","4 Not very satisfied"
"2055","108206130002","3 Somewhat satisfied"
"2056","108206130001","3 Somewhat satisfied"
"2057","108206125001","4 Not very satisfied"
"2058","108206125002","3 Somewhat satisfied"
"2059","108206117002","3 Somewhat satisfied"
"2060","108206117001","3 Somewhat satisfied"
"2061","108206123002","3 Somewhat satisfied"
"2062","108206123001","3 Somewhat satisfied"
"2063","108206126002","5 Not at all satisfied"
"2064","108206126001","4 Not very satisfied"
"2065","108206105001","5 Not at all satisfied"
"2066","108206105002","4 Not very satisfied"
"2067","108206106001",NA
"2068","108206106002","3 Somewhat satisfied"
"2069","108206127002","1 Completely satisfied"
"2070","108206127001","4 Not very satisfied"
"2071","108206104001","3 Somewhat satisfied"
"2072","108206104002","3 Somewhat satisfied"
"2073","108206113001",NA
"2074","108206113002","3 Somewhat satisfied"
"2075","108206107001","4 Not very satisfied"
"2076","108206107002","3 Somewhat satisfied"
"2077","108206134001","3 Somewhat satisfied"
"2078","108206134002","3 Somewhat satisfied"
"2079","108206133001","4 Not very satisfied"
"2080","108206133002","3 Somewhat satisfied"
"2081","108206124002","1 Completely satisfied"
"2082","108206124001","4 Not very satisfied"
"2083","108206121002","3 Somewhat satisfied"
"2084","108206121001","3 Somewhat satisfied"
"2085","108206310001","3 Somewhat satisfied"
"2086","108206310002","3 Somewhat satisfied"
"2087","108206331002","3 Somewhat satisfied"
"2088","108206331001","3 Somewhat satisfied"
"2089","108206316001","2 Very satisfied"
"2090","108206316002","1 Completely satisfied"
"2091","108206313001","4 Not very satisfied"
"2092","108206302001","5 Not at all satisfied"
"2093","108206302002","3 Somewhat satisfied"
"2094","108206301002","3 Somewhat satisfied"
"2095","108206301001",NA
"2096","108206312001",NA
"2097","108206312002","3 Somewhat satisfied"
"2098","108206314002","3 Somewhat satisfied"
"2099","108206314001","3 Somewhat satisfied"
"2100","108206326002","4 Not very satisfied"
"2101","108206326001","2 Very satisfied"
"2102","108206324001","3 Somewhat satisfied"
"2103","108206324002","2 Very satisfied"
"2104","108206305002","3 Somewhat satisfied"
"2105","108206305001","3 Somewhat satisfied"
"2106","108206315001","3 Somewhat satisfied"
"2107","108206315002","4 Not very satisfied"
"2108","108206321002","3 Somewhat satisfied"
"2109","108206321001","2 Very satisfied"
"2110","108206328001","3 Somewhat satisfied"
"2111","108206328002","2 Very satisfied"
"2112","108206330002","4 Not very satisfied"
"2113","108206330001","2 Very satisfied"
"2114","108206325002","3 Somewhat satisfied"
"2115","108206325001","2 Very satisfied"
"2116","108206319001","2 Very satisfied"
"2117","108206319002","3 Somewhat satisfied"
"2118","108206303001","3 Somewhat satisfied"
"2119","108206317001","2 Very satisfied"
"2120","108206317002","3 Somewhat satisfied"
"2121","108206309002","3 Somewhat satisfied"
"2122","108206309001","3 Somewhat satisfied"
"2123","108206334002","2 Very satisfied"
"2124","108206334001","2 Very satisfied"
"2125","108206307001","3 Somewhat satisfied"
"2126","108206307002","3 Somewhat satisfied"
"2127","108206329002","3 Somewhat satisfied"
"2128","108206329001","3 Somewhat satisfied"
"2129","108206308002","2 Very satisfied"
"2130","108206308001","3 Somewhat satisfied"
"2131","108206323001","4 Not very satisfied"
"2132","108206323002","5 Not at all satisfied"
"2133","108206335002","2 Very satisfied"
"2134","108206335001","2 Very satisfied"
"2135","108206318001","3 Somewhat satisfied"
"2136","108206318002","3 Somewhat satisfied"
"2137","108206304002","3 Somewhat satisfied"
"2138","108206304001","3 Somewhat satisfied"
"2139","108206332001","3 Somewhat satisfied"
"2140","108206332002","4 Not very satisfied"
"2141","108206306002","3 Somewhat satisfied"
"2142","108206306001","3 Somewhat satisfied"
"2143","108206327001","3 Somewhat satisfied"
"2144","105102332002","2 Very satisfied"
"2145","105102332001",NA
"2146","105102314001","2 Very satisfied"
"2147","105102314002","2 Very satisfied"
"2148","105102313002","3 Somewhat satisfied"
"2149","105102313001","2 Very satisfied"
"2150","105102317001","4 Not very satisfied"
"2151","105102322001","3 Somewhat satisfied"
"2152","105102322002","3 Somewhat satisfied"
"2153","105102331001","3 Somewhat satisfied"
"2154","105102331002","4 Not very satisfied"
"2155","105102326002","2 Very satisfied"
"2156","105102326003","3 Somewhat satisfied"
"2157","105102327002","3 Somewhat satisfied"
"2158","105102327001","3 Somewhat satisfied"
"2159","105102310002",NA
"2160","105102310001","3 Somewhat satisfied"
"2161","105102325001","3 Somewhat satisfied"
"2162","105102325002","3 Somewhat satisfied"
"2163","105102308003","2 Very satisfied"
"2164","105102308002","3 Somewhat satisfied"
"2165","105102305001","3 Somewhat satisfied"
"2166","105102302002",NA
"2167","105102302003",NA
"2168","105102304002","2 Very satisfied"
"2169","105102304003","2 Very satisfied"
"2170","105102306001","3 Somewhat satisfied"
"2171","105102306002","2 Very satisfied"
"2172","105102323003","3 Somewhat satisfied"
"2173","105102323002","3 Somewhat satisfied"
"2174","105102309002",NA
"2175","105102309003","2 Very satisfied"
"2176","105102324002","3 Somewhat satisfied"
"2177","105102324001",NA
"2178","105102311001","2 Very satisfied"
"2179","105102330002","3 Somewhat satisfied"
"2180","105102330001",NA
"2181","105102301002","5 Not at all satisfied"
"2182","105102301001","3 Somewhat satisfied"
"2183","105102107001","3 Somewhat satisfied"
"2184","105102107002","2 Very satisfied"
"2185","105102102002","2 Very satisfied"
"2186","105102102001",NA
"2187","105102125001","3 Somewhat satisfied"
"2188","105102136002","3 Somewhat satisfied"
"2189","105102136001","3 Somewhat satisfied"
"2190","105102134001","3 Somewhat satisfied"
"2191","105102134002","4 Not very satisfied"
"2192","105102130001","2 Very satisfied"
"2193","105102131001","3 Somewhat satisfied"
"2194","105102109001","3 Somewhat satisfied"
"2195","105102109002","3 Somewhat satisfied"
"2196","105102124002",NA
"2197","105102124001","5 Not at all satisfied"
"2198","105102122001","2 Very satisfied"
"2199","105102128001","2 Very satisfied"
"2200","105102111002","3 Somewhat satisfied"
"2201","105102111001","5 Not at all satisfied"
"2202","105102112001","3 Somewhat satisfied"
"2203","105102129001","2 Very satisfied"
"2204","105102129002","3 Somewhat satisfied"
"2205","105102115001","4 Not very satisfied"
"2206","105102115002","2 Very satisfied"
"2207","105102116002","4 Not very satisfied"
"2208","105102116001","2 Very satisfied"
"2209","105102137002","2 Very satisfied"
"2210","105102137001","3 Somewhat satisfied"
"2211","105102123001","1 Completely satisfied"
"2212","105102118001","4 Not very satisfied"
"2213","105102118002","4 Not very satisfied"
"2214","105102108002","2 Very satisfied"
"2215","105102108001","3 Somewhat satisfied"
"2216","105102104001","3 Somewhat satisfied"
"2217","105102104002","2 Very satisfied"
"2218","105102117001","4 Not very satisfied"
"2219","105102117002","4 Not very satisfied"
"2220","105102135002","3 Somewhat satisfied"
"2221","105102135001","3 Somewhat satisfied"
"2222","105102127001","3 Somewhat satisfied"
"2223","105102127002","2 Very satisfied"
"2224","105102119002","3 Somewhat satisfied"
"2225","105102119001","4 Not very satisfied"
"2226","105102120002","2 Very satisfied"
"2227","105102120001","3 Somewhat satisfied"
"2228","105102113002",NA
"2229","105102113001",NA
"2230","105102121001","3 Somewhat satisfied"
"2231","105102121002","3 Somewhat satisfied"
"2232","105102126001","3 Somewhat satisfied"
"2233","105102106002","2 Very satisfied"
"2234","105102106001","2 Very satisfied"
"2235","105102114001","2 Very satisfied"
"2236","105102133001","2 Very satisfied"
"2237","105102132001","2 Very satisfied"
"2238","105102138001","2 Very satisfied"
"2239","105102105001","3 Somewhat satisfied"
"2240","105102105002","3 Somewhat satisfied"
"2241","105102103002",NA
"2242","105102228002","3 Somewhat satisfied"
"2243","105102228001","2 Very satisfied"
"2244","105102248001","3 Somewhat satisfied"
"2245","105102246001",NA
"2246","105102246002","3 Somewhat satisfied"
"2247","105102243001","3 Somewhat satisfied"
"2248","105102243002","2 Very satisfied"
"2249","105102241002","3 Somewhat satisfied"
"2250","105102241001","2 Very satisfied"
"2251","105102222001","2 Very satisfied"
"2252","105102222002","2 Very satisfied"
"2253","105102238002","3 Somewhat satisfied"
"2254","105102238001",NA
"2255","105102210002","1 Completely satisfied"
"2256","105102210001","2 Very satisfied"
"2257","105102232002","3 Somewhat satisfied"
"2258","105102232001","3 Somewhat satisfied"
"2259","105102201002","3 Somewhat satisfied"
"2260","105102218001","2 Very satisfied"
"2261","105102218002","3 Somewhat satisfied"
"2262","105102224001","2 Very satisfied"
"2263","105102224002","3 Somewhat satisfied"
"2264","105102240002","3 Somewhat satisfied"
"2265","105102240001","3 Somewhat satisfied"
"2266","105102212001","3 Somewhat satisfied"
"2267","105102212002","2 Very satisfied"
"2268","105102211002",NA
"2269","105102211001","3 Somewhat satisfied"
"2270","105102237002","3 Somewhat satisfied"
"2271","105102237001",NA
"2272","105102247002",NA
"2273","105102247001",NA
"2274","105102226002","3 Somewhat satisfied"
"2275","105102226001","3 Somewhat satisfied"
"2276","105102225001","2 Very satisfied"
"2277","105102225002","4 Not very satisfied"
"2278","105102206001",NA
"2279","105102202001","3 Somewhat satisfied"
"2280","105102202002","3 Somewhat satisfied"
"2281","105102236002",NA
"2282","105102236001","3 Somewhat satisfied"
"2283","105102208002","3 Somewhat satisfied"
"2284","105102208001","3 Somewhat satisfied"
"2285","105102234002","1 Completely satisfied"
"2286","105102234001","3 Somewhat satisfied"
"2287","105102219001","3 Somewhat satisfied"
"2288","105102220002","3 Somewhat satisfied"
"2289","105102220001","3 Somewhat satisfied"
"2290","105102207002","3 Somewhat satisfied"
"2291","105102207001","3 Somewhat satisfied"
"2292","105102217001","3 Somewhat satisfied"
"2293","105102217002","3 Somewhat satisfied"
"2294","105102233002","1 Completely satisfied"
"2295","105102233001","1 Completely satisfied"
"2296","105102230002","3 Somewhat satisfied"
"2297","105102230001","3 Somewhat satisfied"
"2298","105102214002","2 Very satisfied"
"2299","105102214001","3 Somewhat satisfied"
"2300","105102227001","1 Completely satisfied"
"2301","105102227002","4 Not very satisfied"
"2302","105102244001","3 Somewhat satisfied"
"2303","105102244002",NA
"2304","105102245002","3 Somewhat satisfied"
"2305","105102245001","3 Somewhat satisfied"
"2306","105102242001","3 Somewhat satisfied"
"2307","105102242002",NA
"2308","105102231001","2 Very satisfied"
"2309","105102231002","2 Very satisfied"
"2310","105102215002","4 Not very satisfied"
"2311","105102215001","2 Very satisfied"
"2312","105102216001","4 Not very satisfied"
"2313","105102216002","1 Completely satisfied"
"2314","105102223002","3 Somewhat satisfied"
"2315","105102223001","4 Not very satisfied"
"2316","105102204001","5 Not at all satisfied"
"2317","105102221001","1 Completely satisfied"
"2318","105102221002","1 Completely satisfied"
"2319","105102203001","3 Somewhat satisfied"
"2320","105102203002","4 Not very satisfied"
"2321","105102229002","3 Somewhat satisfied"
"2322","105102229001","3 Somewhat satisfied"
"2323","105102205001","4 Not very satisfied"
"2324","105102239002","3 Somewhat satisfied"
"2325","105102239001",NA
"2326","105102209001",NA
"2327","105102209002","3 Somewhat satisfied"
"2328","105102213002","3 Somewhat satisfied"
"2329","105102213001","3 Somewhat satisfied"
"2330","101791322002","2 Very satisfied"
"2331","101791322001","2 Very satisfied"
"2332","101791319001","2 Very satisfied"
"2333","101791321001","3 Somewhat satisfied"
"2334","101791321002","3 Somewhat satisfied"
"2335","101791304001","2 Very satisfied"
"2336","101791304002","2 Very satisfied"
"2337","101791305002","2 Very satisfied"
"2338","101791305001","3 Somewhat satisfied"
"2339","101791315001","3 Somewhat satisfied"
"2340","101791311001",NA
"2341","101791323001",NA
"2342","101791323002","2 Very satisfied"
"2343","101791312002","3 Somewhat satisfied"
"2344","101791312001","3 Somewhat satisfied"
"2345","101791318001","3 Somewhat satisfied"
"2346","101791318002","3 Somewhat satisfied"
"2347","101791303001","3 Somewhat satisfied"
"2348","101791309001","3 Somewhat satisfied"
"2349","101791317002","1 Completely satisfied"
"2350","101791317001","2 Very satisfied"
"2351","101791316002","3 Somewhat satisfied"
"2352","101791316001","3 Somewhat satisfied"
"2353","101791324001","2 Very satisfied"
"2354","101791324002","3 Somewhat satisfied"
"2355","101791306001","3 Somewhat satisfied"
"2356","101791301001","2 Very satisfied"
"2357","101791320002","2 Very satisfied"
"2358","101791320001","2 Very satisfied"
"2359","101791314002","3 Somewhat satisfied"
"2360","101791314001","3 Somewhat satisfied"
"2361","101791310001","2 Very satisfied"
"2362","101791325001","3 Somewhat satisfied"
"2363","101791325002","3 Somewhat satisfied"
"2364","101791313001","2 Very satisfied"
"2365","101791313002","2 Very satisfied"
"2366","101791307002","3 Somewhat satisfied"
"2367","101791307001","4 Not very satisfied"
"2368","101791302001","3 Somewhat satisfied"
"2369","101791302002","3 Somewhat satisfied"
"2370","101791308001","2 Very satisfied"
"2371","101791308002","2 Very satisfied"
"2372","101791205001","3 Somewhat satisfied"
"2373","101791205002","3 Somewhat satisfied"
"2374","101791226002",NA
"2375","101791226001","3 Somewhat satisfied"
"2376","101791213001","3 Somewhat satisfied"
"2377","101791213002","4 Not very satisfied"
"2378","101791228001","3 Somewhat satisfied"
"2379","101791228002",NA
"2380","101791221001","2 Very satisfied"
"2381","101791221002","2 Very satisfied"
"2382","101791216001","3 Somewhat satisfied"
"2383","101791216002","2 Very satisfied"
"2384","101791227001","3 Somewhat satisfied"
"2385","101791212002","2 Very satisfied"
