"","ID","gender","zodiac","bornyear","age","residence_status","education_level","marital_status"
"5793","262728228001","2 female","11 Dog",1958,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5794","262728206002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5795","262728206001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5796","262728214001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5797","262728214002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5798","262728205002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5799","262728205001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5800","262728210001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5801","262728210002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5802","262728217002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5803","262728217001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5804","262728216001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5805","262728211001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5806","262728225001","1 male","2 Ox",1949,NA,"2 Non-agricultural Hukou","7 Vocational school","1 Married with spouse present"
"5807","262728225002","2 female","3 Tiger",1950,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"5808","262728223001","1 male","5 Dragon",1940,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"5809","262728223002","2 female","9 Monkey",1944,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"5810","262728209002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5811","262728209001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5812","262728202002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5813","262728202001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5814","262728219001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5815","262728224002","1 male","11 Dog",1946,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"5816","262728224001","2 female","2 Ox",1949,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5817","262728204001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5818","262728204002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5819","262728222002","2 female","5 Dragon",1940,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5820","262728222001","1 male","3 Tiger",1938,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5821","262728221002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5822","262728212001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"5823","262728213001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5824","262728215001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5825","262728215002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5826","262728226001","1 male","3 Tiger",1950,NA,"1 Agricultual Hukou","1 No formal education illiterate","5 Widowed"
"5827","262728203001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"5828","262728203002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"5829","262728208001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5830","262728208002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5831","262728201002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5832","262728201001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5833","262728220002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5834","262728220001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5835","262728126001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5836","262728126002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5837","262728117002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5838","262728117001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5839","262728109002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5840","262728109001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5841","262728102002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5842","262728102001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5843","262728121001","1 male",NA,1959,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5844","262728121002","2 female",NA,1961,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5845","262728114001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5846","262728114002","1 male","10 Rooster",1932,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5847","262728111002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5848","262728111001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5849","262728104002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5850","262728104001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5851","262728112002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"5852","262728106001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5853","262728105001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5854","262728122001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5855","262728122002","2 female",NA,1953,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5856","262728113002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5857","262728113001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5858","262728118001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5859","262728118002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5860","262728129001","1 male","10 Rooster",1933,NA,"1 Agricultual Hukou","1 No formal education illiterate","5 Widowed"
"5861","262728107002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5862","262728107001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5863","262728127001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5864","262728127002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5865","262728128002","1 male","8 Goat",1967,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"5866","262728128001","2 female","11 Dog",1970,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"5867","262728115002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5868","262728115001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5869","262728125001","2 female",NA,1958,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5870","262728103002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5871","262728103001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5872","262728120001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"5873","262728124001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5874","262728124002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5875","262728119001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5876","262728110001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"5877","262728123002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5878","262728123001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5879","262728320001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5880","262728320002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5881","262728318001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5882","262728324002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5883","262728324001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5884","262728304001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5885","262728304002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5886","262728313001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5887","262728325001","2 female","1 Rat",1936,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5888","262728325002","1 male","8 Goat",1931,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"5889","262728305001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5890","262728305002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5891","262728301001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5892","262728301002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5893","262728308001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5894","262728308002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5895","262728322002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5896","262728322001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5897","262728302002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5898","262728302001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5899","262728315002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5900","262728315001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5901","262728309001","1 male",NA,1942,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5902","262728309002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5903","262728316002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5904","262728316001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5905","262728326002","1 male","9 Monkey",1948,NA,"1 Agricultual Hukou","7 Vocational school","1 Married with spouse present"
"5906","262728323001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5907","262728323002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5908","262728319001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5909","262728307001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5910","262728307002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5911","262728314001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5912","262728314002","2 female",NA,1949,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5913","262728312001","1 male",NA,1945,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5914","262728312002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5915","262728321001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5916","262728321002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5917","262728306002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5918","262728306001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5919","262728310002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5920","262728310001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5921","262728311001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5922","262728311002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5923","262728303002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5924","262728303001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5925","266059309001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5926","266059309002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5927","266059313002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5928","266059313001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5929","266059302001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"5 Widowed"
"5930","266059303001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5931","266059303002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5932","266059310002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5933","266059310001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5934","266059306001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5935","266059315002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5936","266059315001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5937","266059318001","1 male","6 Snake",1965,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"5938","266059318002","2 female","6 Snake",1965,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"5939","266059307002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5940","266059307001","1 male",NA,1949,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5941","266059305002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5942","266059305001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5943","266059312001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5944","266059312002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5945","266059311002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5946","266059311001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5947","266059308002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5948","266059308001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5949","266059301001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5950","266059301002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5951","266059317002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5952","266059317001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5953","266059320001","1 male","4 Rabbit",1963,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"5954","266059320002","2 female","4 Rabbit",1963,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"5955","266059316002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5956","266059316001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5957","266059319002","1 male","7 Horse",1964,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"5958","266059319001","2 female","3 Tiger",1962,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"5959","266059129002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5960","266059119001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5961","266059119003","2 female","12 Pig",1959,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5962","266059141002","2 female","5 Dragon",1952,NA,"3 Unified Residence Hukou","4 Elementary school","1 Married with spouse present"
"5963","266059141001","2 female","12 Pig",1959,NA,"1 Agricultual Hukou","1 No formal education illiterate","2 Married but not living with spouse temporarily for reasons such as work"
"5964","266059107001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5965","266059107002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5966","266059105001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"5967","266059120002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5968","266059120001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5969","266059115002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5970","266059115001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5971","266059130001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5972","266059106002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5973","266059106001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5974","266059138001","1 male","10 Rooster",1957,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"5975","266059138002","2 female","10 Rooster",1957,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"5976","266059118001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5977","266059139001","1 male","12 Pig",1934,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5978","266059139002","2 female","12 Pig",NA,79,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5979","266059112001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5980","266059112002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5981","266059131001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"5982","266059131002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5983","266059128001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5984","266059128002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5985","266059123001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5986","266059123002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5987","266059124001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5988","266059124002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5989","266059111001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5990","266059111002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5991","266059140002","1 male","4 Rabbit",1963,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"5992","266059140001","2 female","4 Rabbit",1963,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"5993","266059121001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5994","266059122002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5995","266059122001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5996","266059126001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"5997","266059117002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5998","266059117001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"5999","266059227002","2 female","7 Horse",1966,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"6000","266059227001","1 male","12 Pig",1971,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"6001","266059216001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6002","266059209001","1 male",NA,NA,82,"1 Agricultual Hukou",NA,"5 Widowed"
"6003","266059213001","1 male",NA,1941,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6004","266059213002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6005","266059206001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6006","266059206002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6007","266059204002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6008","266059204001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6009","266059212002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6010","266059212001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6011","266059223001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6012","266059223002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6013","266059221001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6014","266059221002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6015","266059218001","1 male",NA,1948,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6016","266059218002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6017","266059208001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6018","266059208002","2 female","4 Rabbit",1963,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"6019","266059202002","1 male",NA,1951,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6020","266059202001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6021","266059219002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6022","266059219001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6023","266059220002","1 male",NA,1949,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6024","266059220001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6025","266059224002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6026","266059224001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6027","266059205002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6028","266059205001","2 female",NA,1956,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6029","266059228001","1 male","4 Rabbit",1951,NA,"1 Agricultual Hukou","9 Four Year College / Bachelors degree","1 Married with spouse present"
"6030","266059228002","2 female","2 Ox",1949,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"6031","266059225001","1 male","7 Horse",1965,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"6032","266059225002","2 female","7 Horse",1965,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"6033","266059215001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6034","266059210001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6035","266059201002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6036","266059201001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6037","266059207002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"6038","266059226001","1 male","9 Monkey",1968,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"6039","266059226002","2 female","9 Monkey",1967,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"6040","266059222001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6041","266059222002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6042","266059217002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6043","266059217001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6044","268606205002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6045","268606205001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6046","268606204002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"6047","268606204001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6048","268606203001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"6049","268606115001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6050","268606115002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6051","268606119002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6052","268606119001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6053","268606102001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6054","268606102002","2 female",NA,1961,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6055","268606120002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6056","268606120001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6057","268606110001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6058","268606110002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6059","268606106001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6060","268606106002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"6061","268606109001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
