"","ID","n_older_bro","n_younger_bro","n_older_sis","n_younger_sis","n_alive_children","child_residence_distance","child_location_type","child_occupation"
"2480","114604105002",0,1,1,2,2,"2 This Household, but Economicly Independent","1 City",NA
"2481","114604101002",0,0,0,1,2,NA,NA,NA
"2482","114604110002",2,2,2,0,1,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"2483","117489307002",0,0,0,1,3,"6 Other",NA,"2 Professional and Technician"
"2484","117489319001",0,2,0,1,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2485","117489321001",0,2,0,0,3,"2 This Household, but Economicly Independent","4 Village","4 Commerical and Service worker"
"2486","117489304001",1,1,0,1,2,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","4 Commerical and Service worker"
"2487","117489326002",0,2,0,1,3,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2488","117489313001",0,2,1,0,1,NA,NA,"2 Professional and Technician"
"2489","117489301001",1,0,0,0,1,"2 This Household, but Economicly Independent",NA,"1 Manager"
"2490","117489309001",1,3,1,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"2491","117489318001",0,0,0,1,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2492","117489315002",0,2,1,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"2493","117489311001",0,1,1,0,NA,"6 Other",NA,"6 Production and Transportation worker"
"2494","117489320001",1,0,0,2,NA,"1 This Household, and Economicly Dependent","4 Village","2 Professional and Technician"
"2495","117489310001",1,0,1,1,1,"6 Other",NA,NA
"2496","117489328001",0,1,0,0,1,"6 Other",NA,"1 Manager"
"2497","117489327001",1,0,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","1 Manager"
"2498","117489303001",0,2,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"6 Production and Transportation worker"
"2499","117489325001",2,0,1,0,NA,NA,NA,NA
"2500","117489317001",1,0,0,0,NA,"1 This Household, and Economicly Dependent","4 Village","6 Production and Transportation worker"
"2501","117489306001",1,0,2,0,1,NA,"4 Village",NA
"2502","117489308002",2,1,2,0,0,NA,"3 Town",NA
"2503","117489322002",0,1,0,3,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2504","117489312002",2,1,0,0,1,"6 Other",NA,"1 Manager"
"2505","117489316002",0,2,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","3 Clerk"
"2506","117489314002",1,0,1,0,2,"2 This Household, but Economicly Independent","2 County","1 Manager"
"2507","117489323001",0,1,0,1,NA,NA,NA,NA
"2508","117489302002",2,0,1,0,1,"6 Other",NA,NA
"2509","117489215001",0,0,0,0,7,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"2510","117489226002",0,2,0,0,1,"1 This Household, and Economicly Dependent",NA,NA
"2511","117489202001",0,1,1,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","3 Town",NA
"2512","117489209001",0,3,0,2,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","3 Town","4 Commerical and Service worker"
"2513","117489205001",0,1,1,0,2,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2514","117489212002",1,1,0,2,2,"1 This Household, and Economicly Dependent","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2515","117489221002",1,0,4,0,2,"6 Other","1 City","2 Professional and Technician"
"2516","117489207001",0,0,0,0,2,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"2517","117489225001",0,2,1,0,1,"6 Other",NA,"1 Manager"
"2518","117489220001",0,0,0,1,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2519","117489213001",0,3,0,2,NA,"1 This Household, and Economicly Dependent","3 Town","6 Production and Transportation worker"
"2520","117489217001",0,2,0,4,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"1 Manager"
"2521","117489227001",0,0,1,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"2522","117489206002",0,1,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"1 Manager"
"2523","117489222001",4,0,0,0,1,"6 Other",NA,NA
"2524","117489204001",NA,NA,NA,NA,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","6 Production and Transportation worker"
"2525","117489214001",1,1,1,1,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2526","117489210001",1,1,0,0,1,"1 This Household, and Economicly Dependent",NA,"3 Clerk"
"2527","117489218002",0,0,0,1,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"2528","117489201002",0,1,0,1,5,"6 Other","2 County","4 Commerical and Service worker"
"2529","117489216001",0,0,0,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2530","117489228001",1,0,0,2,NA,NA,NA,NA
"2531","117489223002",0,2,0,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","6 Production and Transportation worker"
"2532","117489208001",2,2,2,0,0,"6 Other",NA,"4 Commerical and Service worker"
"2533","117489224001",0,1,1,2,2,"2 This Household, but Economicly Independent","1 City","2 Professional and Technician"
"2534","117489219002",0,1,0,1,1,"6 Other",NA,"1 Manager"
"2535","117489229001",0,2,0,2,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"2536","117489203001",0,0,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2537","117489125002",0,0,0,0,2,"2 This Household, but Economicly Independent","4 Village","4 Commerical and Service worker"
"2538","117489109001",0,1,0,1,NA,"1 This Household, and Economicly Dependent",NA,NA
"2539","117489124002",1,1,1,1,0,NA,NA,NA
"2540","117489120001",1,0,1,2,4,"2 This Household, but Economicly Independent","4 Village","6 Production and Transportation worker"
"2541","117489130002",0,0,1,4,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","2 Professional and Technician"
"2542","117489128001",2,0,0,0,NA,NA,NA,NA
"2543","117489123001",1,0,0,0,3,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"1 Manager"
"2544","117489106001",0,1,1,1,2,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"2545","117489118001",0,3,0,1,NA,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"2546","117489113002",0,0,0,0,3,"2 This Household, but Economicly Independent","4 Village","6 Production and Transportation worker"
"2547","117489126002",0,1,0,0,NA,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2548","117489121001",1,1,0,1,NA,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2549","117489112002",3,1,0,0,3,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2550","117489114002",0,0,0,0,2,"2 This Household, but Economicly Independent","4 Village","2 Professional and Technician"
"2551","117489115002",0,2,0,0,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"2552","117489104002",0,2,1,0,1,"1 This Household, and Economicly Dependent",NA,NA
"2553","117489116002",0,0,1,0,4,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,NA
"2554","117489110001",2,0,0,0,1,"2 This Household, but Economicly Independent",NA,"1 Manager"
"2555","117489111002",0,0,0,0,3,"2 This Household, but Economicly Independent","1 City","6 Production and Transportation worker"
"2556","117489129002",0,1,3,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"2557","117489117002",0,0,1,2,NA,"2 This Household, but Economicly Independent","1 City","2 Professional and Technician"
"2558","117489122002",1,2,0,2,0,NA,NA,NA
"2559","117489119003",0,0,1,4,4,"2 This Household, but Economicly Independent",NA,NA
"2560","112744215002",0,1,1,1,4,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2561","112744230001",1,3,0,0,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"2562","112744223001",0,0,0,2,NA,NA,NA,"2 Professional and Technician"
"2563","112744207001",0,0,2,1,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"2564","112744201002",0,0,1,1,2,"6 Other","1 City","3 Clerk"
"2565","112744228002",0,2,1,3,5,"2 This Household, but Economicly Independent","4 Village","4 Commerical and Service worker"
"2566","112744213001",1,0,1,0,1,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2567","112744209001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"6 Production and Transportation worker"
"2568","112744203001",0,1,0,0,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"2569","112744210001",1,0,1,2,1,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2570","112744208002",1,1,1,0,2,"7 Abroad","3 Town",NA
"2571","112744229001",1,1,0,0,1,"1 This Household, and Economicly Dependent","4 Village",NA
"2572","112744205002",1,0,0,2,4,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2573","112744212001",4,0,1,0,2,"6 Other","1 City","4 Commerical and Service worker"
"2574","112744220002",0,1,0,1,1,"6 Other",NA,"2 Professional and Technician"
"2575","112744224002",0,1,0,2,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"1 Manager"
"2576","112744226001",0,1,0,2,NA,NA,NA,NA
"2577","112744202002",0,3,0,0,1,"1 This Household, and Economicly Dependent",NA,NA
"2578","112744218001",0,0,1,1,2,"2 This Household, but Economicly Independent","2 County","6 Production and Transportation worker"
"2579","112744221001",0,0,2,0,1,"2 This Household, but Economicly Independent","4 Village","3 Clerk"
"2580","112744227002",1,1,1,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","4 Commerical and Service worker"
"2581","112744231001",0,1,0,1,0,"1 This Household, and Economicly Dependent","4 Village",NA
"2582","112744211002",0,1,2,0,1,NA,NA,"2 Professional and Technician"
"2583","112744219002",0,0,0,2,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"2584","112744214001",0,1,0,1,2,"6 Other","1 City","2 Professional and Technician"
"2585","112744204002",1,0,0,0,2,"6 Other","4 Village","6 Production and Transportation worker"
"2586","112744216001",0,1,0,1,4,"2 This Household, but Economicly Independent",NA,"3 Clerk"
"2587","112744225002",1,0,0,0,2,"2 This Household, but Economicly Independent","1 City","2 Professional and Technician"
"2588","112744206001",2,0,1,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","2 Professional and Technician"
"2589","112744222001",0,1,2,0,1,NA,NA,"6 Production and Transportation worker"
"2590","112744232001",4,0,1,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","6 Production and Transportation worker"
"2591","112744307001",0,0,1,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"2592","112744314001",1,1,0,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"2593","112744305001",0,0,0,0,NA,"2 This Household, but Economicly Independent",NA,"3 Clerk"
"2594","112744313001",0,0,0,2,5,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,NA
"2595","112744312001",0,0,1,2,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"2596","112744309001",0,1,1,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","6 Production and Transportation worker"
"2597","112744322001",0,0,0,0,2,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2598","112744320001",0,1,0,3,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","4 Commerical and Service worker"
"2599","112744323001",0,0,0,1,NA,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2600","112744316001",2,0,1,1,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"2601","112744311002",0,1,0,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"2602","112744310001",0,0,2,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","1 Manager"
"2603","112744301002",3,0,1,2,1,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"4 Commerical and Service worker"
"2604","112744319002",0,0,1,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","4 Commerical and Service worker"
"2605","112744317002",1,1,0,1,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"2606","112744326001",0,0,0,2,NA,NA,NA,NA
"2607","112744304002",0,0,1,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"2608","112744327001",1,1,0,0,1,"1 This Household, and Economicly Dependent",NA,NA
"2609","112744318002",0,1,0,0,2,"1 This Household, and Economicly Dependent","4 Village","6 Production and Transportation worker"
"2610","112744315001",2,0,2,1,1,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"2611","112744306002",1,0,3,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"3 Clerk"
"2612","112744325001",1,0,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"2613","112744308002",0,0,1,1,1,"6 Other",NA,"6 Production and Transportation worker"
"2614","112744328002",1,1,1,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","4 Commerical and Service worker"
"2615","112744324001",0,1,2,0,1,"6 Other",NA,"2 Professional and Technician"
"2616","112744303002",0,0,0,0,4,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2617","112744321002",0,1,0,2,0,NA,NA,NA
"2618","112744302002",0,0,1,2,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"2619","112744117002",0,1,0,3,1,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"2620","112744116002",0,0,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","6 Production and Transportation worker"
"2621","112744135002",0,1,0,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","1 Manager"
"2622","112744130001",0,2,0,0,NA,"1 This Household, and Economicly Dependent",NA,NA
"2623","112744137002",0,0,0,4,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2624","112744125002",0,2,1,1,2,"6 Other","1 City","3 Clerk"
"2625","112744114001",1,1,0,1,2,"2 This Household, but Economicly Independent","1 City","6 Production and Transportation worker"
"2626","112744120001",0,0,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","4 Commerical and Service worker"
"2627","112744106001",0,0,1,1,1,"6 Other",NA,"3 Clerk"
"2628","112744127002",2,0,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","3 Clerk"
"2629","112744122001",1,1,1,1,0,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"3 Clerk"
"2630","112744129001",0,1,1,0,NA,"2 This Household, but Economicly Independent","1 City",NA
"2631","112744107001",1,1,0,1,0,"6 Other","2 County","4 Commerical and Service worker"
"2632","112744126001",1,0,0,0,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","6 Production and Transportation worker"
"2633","112744131002",4,0,0,0,1,"6 Other",NA,"6 Production and Transportation worker"
"2634","112744112002",1,0,2,1,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2635","112744119001",0,0,1,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","1 Manager"
"2636","112744136002",0,0,3,1,1,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"2637","112744109001",2,1,0,0,1,"6 Other",NA,NA
"2638","112744103002",2,1,1,0,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2639","112744108001",0,2,0,0,NA,"2 This Household, but Economicly Independent","1 City","6 Production and Transportation worker"
"2640","112744113001",2,1,0,0,1,NA,NA,NA
"2641","112744101001",1,2,2,1,0,"2 This Household, but Economicly Independent","2 County","6 Production and Transportation worker"
"2642","112744134001",2,0,3,1,1,"6 Other",NA,"3 Clerk"
"2643","112744110001",0,1,0,1,NA,"6 Other",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2644","112744123002",0,1,1,0,2,"2 This Household, but Economicly Independent",NA,"3 Clerk"
"2645","112744104001",3,0,3,0,1,"6 Other",NA,"2 Professional and Technician"
"2646","112744132001",1,1,1,0,1,"6 Other",NA,"2 Professional and Technician"
"2647","112744105001",0,2,0,0,1,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"2648","112744115001",0,1,1,1,1,"6 Other",NA,"3 Clerk"
"2649","112744102001",2,1,0,2,1,"6 Other",NA,"1 Manager"
"2650","112744118002",1,2,1,0,1,"1 This Household, and Economicly Dependent",NA,"3 Clerk"
"2651","112744138001",1,1,1,0,3,"6 Other","1 City","2 Professional and Technician"
"2652","112744111002",1,2,0,1,2,"2 This Household, but Economicly Independent","1 City","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2653","112744139001",1,0,0,0,1,"1 This Household, and Economicly Dependent",NA,NA
"2654","112744128001",0,1,0,0,1,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"2655","116006226001",1,0,3,0,1,"1 This Household, and Economicly Dependent",NA,NA
"2656","116006209001",1,0,1,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","6 Production and Transportation worker"
"2657","116006221001",1,0,0,3,NA,"1 This Household, and Economicly Dependent",NA,NA
"2658","116006213001",0,2,0,3,2,"6 Other","4 Village","6 Production and Transportation worker"
"2659","116006203002",0,1,2,1,2,"6 Other","3 Town","6 Production and Transportation worker"
"2660","116006219001",0,2,0,5,4,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","6 Production and Transportation worker"
"2661","116006225002",2,1,1,1,2,"6 Other","1 City","3 Clerk"
"2662","116006216001",0,2,0,2,2,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","4 Commerical and Service worker"
"2663","116006208002",0,2,0,2,5,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"2664","116006214003",1,1,0,0,2,"1 This Household, and Economicly Dependent",NA,NA
"2665","116006215002",0,2,0,0,5,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2666","116006211001",0,0,0,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"2667","116006224001",2,0,0,0,4,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2668","116006204002",1,0,2,0,1,"1 This Household, and Economicly Dependent",NA,NA
"2669","116006210002",0,5,0,1,3,"6 Other",NA,"4 Commerical and Service worker"
"2670","116006205002",1,1,1,4,2,"1 This Household, and Economicly Dependent",NA,"3 Clerk"
"2671","116006202001",1,0,0,1,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2672","116006217001",0,0,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"2673","116006222002",0,1,2,0,3,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"2674","116006201001",1,2,0,1,4,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"2675","116006220001",0,1,2,2,5,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2676","116006206001",0,3,1,3,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2677","116006212002",1,2,1,0,2,"6 Other","3 Town","6 Production and Transportation worker"
"2678","116006223002",0,2,2,0,2,"2 This Household, but Economicly Independent","1 City","1 Manager"
"2679","116006316001",2,0,0,2,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2680","116006317002",2,2,0,0,2,NA,NA,NA
"2681","116006305001",0,0,0,0,4,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2682","116006304002",0,3,2,2,2,"2 This Household, but Economicly Independent","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2683","116006323001",0,1,0,1,0,NA,NA,NA
"2684","116006303001",0,1,0,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2685","116006301001",2,0,1,1,0,"1 This Household, and Economicly Dependent",NA,NA
"2686","116006308001",1,4,1,1,3,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"2687","116006309002",0,2,0,0,2,"1 This Household, and Economicly Dependent","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2688","116006302001",1,1,1,1,3,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2689","116006312002",0,2,0,1,3,"3 Same or Adjacent Dwelling/Courtyard with You","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2690","116006315002",0,0,1,0,4,"6 Other","1 City","6 Production and Transportation worker"
"2691","116006314002",1,0,1,0,3,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2692","116006321002",2,1,0,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2693","116006319001",0,2,2,1,2,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"2694","116006320001",0,0,1,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County",NA
"2695","116006313001",0,1,0,2,4,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","6 Production and Transportation worker"
"2696","116006307001",0,0,0,0,5,"1 This Household, and Economicly Dependent","4 Village",NA
"2697","116006310002",0,1,0,3,3,"7 Abroad","2 County","6 Production and Transportation worker"
"2698","116006311002",2,0,2,0,0,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2699","116006324002",0,1,1,1,0,NA,NA,NA
"2700","116006107001",0,0,0,0,NA,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2701","116006101001",1,0,1,1,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"2 Professional and Technician"
"2702","116006106002",0,2,0,1,2,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"2703","116006102001",1,2,0,2,NA,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2704","116006122002",1,1,0,1,4,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"2 Professional and Technician"
"2705","116006112001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2706","116006116001",0,3,0,2,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","4 Commerical and Service worker"
"2707","116006117001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,NA
"2708","116006111002",0,0,0,0,6,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"6 Production and Transportation worker"
"2709","116006115001",0,3,0,3,3,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"2710","116006118002",0,0,1,0,3,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village",NA
"2711","116006120001",1,0,1,1,0,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2712","116006113001",2,0,0,0,0,"6 Other","2 County","6 Production and Transportation worker"
"2713","116006109001",0,2,0,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","2 Professional and Technician"
"2714","116006114002",1,1,0,2,5,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2715","116006108001",2,0,0,0,NA,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2716","116006110002",0,0,2,3,6,"6 Other","2 County","3 Clerk"
"2717","116006104002",1,0,1,0,3,"1 This Household, and Economicly Dependent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2718","116006119001",0,3,0,5,NA,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"2719","116006121001",2,2,0,1,2,"1 This Household, and Economicly Dependent","4 Village",NA
"2720","204028211001",1,2,0,1,1,"1 This Household, and Economicly Dependent",NA,"3 Clerk"
"2721","204028208001",0,0,2,2,0,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"2722","204028206001",1,1,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City",NA
"2723","204028202001",NA,NA,NA,NA,1,"6 Other",NA,"1 Manager"
"2724","204028210002",NA,NA,NA,NA,1,"1 This Household, and Economicly Dependent",NA,NA
"2725","204028213001",NA,NA,NA,NA,1,"1 This Household, and Economicly Dependent",NA,NA
"2726","204028217003",0,1,2,2,0,NA,NA,NA
"2727","204028203001",0,1,1,1,2,"6 Other","1 City","1 Manager"
"2728","204028220002",0,0,0,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"2729","204028204001",0,1,0,1,NA,"1 This Household, and Economicly Dependent",NA,NA
"2730","204028221002",1,1,3,1,2,"6 Other","1 City",NA
"2731","204028215001",0,1,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","4 Commerical and Service worker"
"2732","204028219001",0,0,1,0,NA,"1 This Household, and Economicly Dependent","1 City","6 Production and Transportation worker"
"2733","204028216001",1,0,1,0,1,"2 This Household, but Economicly Independent",NA,"3 Clerk"
"2734","204028212002",0,0,1,0,1,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"2735","204028120001",0,2,0,1,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"2736","204028123002",NA,NA,NA,NA,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"2737","204028119001",0,0,2,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"2738","204028101002",0,0,0,1,1,"2 This Household, but Economicly Independent",NA,"3 Clerk"
"2739","204028122001",1,0,0,1,1,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"2740","204028102001",0,1,0,0,1,"1 This Household, and Economicly Dependent",NA,NA
"2741","204028116001",1,0,1,3,2,"1 This Household, and Economicly Dependent",NA,"3 Clerk"
"2742","204028105002",1,1,0,2,2,"6 Other","1 City","3 Clerk"
"2743","204028110002",0,0,1,1,1,"1 This Household, and Economicly Dependent",NA,NA
"2744","204028118002",1,0,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","2 Professional and Technician"
